date,return,cumulative
2025-05-02,0.0,0.0
2025-05-03,0.0,0.0
2025-05-04,0.0,0.0
2025-05-05,0.0,0.0
2025-05-06,0.0,0.0
2025-05-07,0.0,0.0
2025-05-08,0.0,0.0
2025-05-09,0.0,0.0
2025-05-10,0.0,0.0
2025-05-11,0.0,0.0
2025-05-12,-0.0437781325430503,-0.0437781325430503
2025-05-13,0.0,-0.0437781325430503
2025-05-14,0.0,-0.0437781325430503
2025-05-15,0.0,-0.0437781325430503
2025-05-16,0.0,-0.0437781325430503
2025-05-17,0.0011267914940074064,-0.042700669876415964
2025-05-18,0.01108502769227715,-0.032088980292197644
2025-05-19,0.0,-0.032088980292197644
2025-05-20,0.0,-0.032088980292197644
2025-05-21,0.0,-0.032088980292197644
2025-05-22,0.0,-0.032088980292197644
2025-05-23,0.0,-0.032088980292197644
2025-05-24,0.0,-0.032088980292197644
2025-05-25,0.0,-0.032088980292197644
2025-05-26,0.0,-0.032088980292197644
2025-05-27,0.0,-0.032088980292197644
2025-05-28,0.0,-0.032088980292197644
2025-05-29,0.0,-0.032088980292197644
2025-05-30,0.0,-0.032088980292197644
2025-05-31,0.0,-0.032088980292197644
2025-06-01,0.0036475813357501607,-0.028558446122044612
2025-06-02,0.0,-0.028558446122044612
2025-06-03,0.0,-0.028558446122044612
2025-06-04,0.023171071567301693,-0.006049104353687773
2025-06-05,0.0,-0.006049104353687773
2025-06-06,0.0,-0.006049104353687773
2025-06-07,0.0,-0.006049104353687773
2025-06-08,0.0,-0.006049104353687773
2025-06-09,0.0,-0.006049104353687773
2025-06-10,0.0,-0.006049104353687773
2025-06-11,0.0,-0.006049104353687773
2025-06-12,0.0,-0.006049104353687773
2025-06-13,0.0,-0.006049104353687773
2025-06-14,0.0,-0.006049104353687773
2025-06-15,0.0,-0.006049104353687773
2025-06-16,0.0,-0.006049104353687773
2025-06-17,0.0,-0.006049104353687773
2025-06-18,0.0,-0.006049104353687773
2025-06-19,0.0,-0.006049104353687773
2025-06-20,0.0,-0.006049104353687773
2025-06-21,0.0,-0.006049104353687773
2025-06-22,0.0,-0.006049104353687773
2025-06-23,0.0,-0.006049104353687773
2025-06-24,0.0,-0.006049104353687773
2025-06-25,0.0,-0.006049104353687773
2025-06-26,0.0,-0.006049104353687773
2025-06-27,0.0,-0.006049104353687773
2025-06-28,0.0,-0.006049104353687773
2025-06-29,0.0,-0.006049104353687773
2025-06-30,0.0,-0.006049104353687773
2025-07-01,0.0017961568854747423,-0.0042638126086488315
2025-07-02,0.0,-0.0042638126086488315
2025-07-03,-0.008108293610337047,-0.012337533974455472
2025-07-04,0.0,-0.012337533974455472
2025-07-05,0.0,-0.012337533974455472
2025-07-06,0.0,-0.012337533974455472
2025-07-07,0.002337155105445854,-0.010029213599526576
2025-07-08,0.0,-0.010029213599526576
2025-07-09,0.003143344855220054,-0.006917394021276446
2025-07-10,0.005096996756656091,-0.0018556551995113635
2025-07-11,0.0,-0.0018556551995113635
2025-07-12,0.0,-0.0018556551995113635
2025-07-13,0.0,-0.0018556551995113635
2025-07-14,0.0,-0.0018556551995113635
