date,return,cumulative
2025-05-02,0.0,0.0
2025-05-03,0.0,0.0
2025-05-04,0.0,0.0
2025-05-05,0.0,0.0
2025-05-06,0.0,0.0
2025-05-07,0.0,0.0
2025-05-08,0.0,0.0
2025-05-09,0.0,0.0
2025-05-10,0.0,0.0
2025-05-11,0.0,0.0
2025-05-12,-0.032833599407287695,-0.032833599407287695
2025-05-13,0.0,-0.032833599407287695
2025-05-14,0.0,-0.032833599407287695
2025-05-15,0.0,-0.032833599407287695
2025-05-16,0.0,-0.032833599407287695
2025-05-17,0.0011140406304168682,-0.03175613674065336
2025-05-18,0.010959728211957565,-0.021144447156435153
2025-05-19,0.0,-0.021144447156435153
2025-05-20,0.0,-0.021144447156435153
2025-05-21,0.0,-0.021144447156435153
2025-05-22,0.0,-0.021144447156435153
2025-05-23,0.0,-0.021144447156435153
2025-05-24,0.0,-0.021144447156435153
2025-05-25,0.0,-0.021144447156435153
2025-05-26,0.0,-0.021144447156435153
2025-05-27,0.0,-0.021144447156435153
2025-05-28,0.0,-0.021144447156435153
2025-05-29,0.0,-0.021144447156435153
2025-05-30,0.0,-0.021144447156435153
2025-05-31,0.0,-0.021144447156435153
2025-06-01,0.003606797918137339,-0.017613912986281788
2025-06-02,0.0,-0.017613912986281788
2025-06-03,0.0,-0.017613912986281788
2025-06-04,0.02291292808999512,0.004895428782075273
2025-06-05,0.0,0.004895428782075273
2025-06-06,0.0,0.004895428782075273
2025-06-07,0.0,0.004895428782075273
2025-06-08,0.0,0.004895428782075273
2025-06-09,0.0,0.004895428782075273
2025-06-10,0.0,0.004895428782075273
2025-06-11,0.0,0.004895428782075273
2025-06-12,0.0,0.004895428782075273
2025-06-13,0.0,0.004895428782075273
2025-06-14,0.0,0.004895428782075273
2025-06-15,0.0,0.004895428782075273
2025-06-16,0.0,0.004895428782075273
2025-06-17,0.0,0.004895428782075273
2025-06-18,0.0,0.004895428782075273
2025-06-19,0.0,0.004895428782075273
2025-06-20,0.0,0.004895428782075273
2025-06-21,0.0,0.004895428782075273
2025-06-22,0.0,0.004895428782075273
2025-06-23,0.0,0.004895428782075273
2025-06-24,0.0,0.004895428782075273
2025-06-25,0.0,0.004895428782075273
2025-06-26,0.0,0.004895428782075273
2025-06-27,0.0,0.004895428782075273
2025-06-28,0.0,0.004895428782075273
2025-06-29,0.0,0.004895428782075273
2025-06-30,0.0,0.004895428782075273
2025-07-01,0.0017765945529302218,0.0066807205271139924
2025-07-02,0.0,0.0066807205271139924
2025-07-03,0.0,0.0066807205271139924
2025-07-04,0.0,0.0066807205271139924
2025-07-05,0.0,0.0066807205271139924
2025-07-06,0.0,0.0066807205271139924
2025-07-07,0.007423430218556293,0.01415374460831309
2025-07-08,0.0,0.01415374460831309
2025-07-09,0.0030683903646697708,0.01726556418656311
2025-07-10,0.004975828338210642,0.022327303008328414
2025-07-11,0.0,0.022327303008328414
2025-07-12,0.0,0.022327303008328414
2025-07-13,0.0,0.022327303008328414
2025-07-14,0.0,0.022327303008328414
2025-07-15,0.0,0.022327303008328414
2025-07-16,0.0,0.022327303008328414
