date,return,cumulative
2025-11-26,0.0,0.0
2025-11-27,0.39571247593497505,0.39571247593497505
2025-11-28,0.0,0.39571247593497505
2025-11-29,0.0,0.39571247593497505
2025-11-30,0.0,0.39571247593497505
2025-12-01,0.0,0.39571247593497505
2025-12-02,0.2881149719065901,0.7978381367286578
2025-12-03,0.0,0.7978381367286578
2025-12-04,0.0,0.7978381367286578
2025-12-05,0.0,0.7978381367286578
2025-12-06,0.0,0.7978381367286578
2025-12-07,0.019518503020603983,0.8329292458309532
2025-12-08,0.0,0.8329292458309532
2025-12-09,0.0,0.8329292458309532
2025-12-10,0.0,0.8329292458309532
2025-12-11,0.0,0.8329292458309532
2025-12-12,0.0,0.8329292458309532
2025-12-13,0.0,0.8329292458309532
2025-12-14,0.0,0.8329292458309532
2025-12-15,0.0,0.8329292458309532
2025-12-16,0.0,0.8329292458309532
2025-12-17,0.0,0.8329292458309532
2025-12-18,0.0,0.8329292458309532
2025-12-19,0.0,0.8329292458309532
2025-12-20,0.0,0.8329292458309532
2025-12-21,0.0,0.8329292458309532
2025-12-22,0.0,0.8329292458309532
2025-12-23,0.0,0.8329292458309532
2025-12-24,0.1737793957407705,1.1514545826070424
2025-12-25,0.0,1.1514545826070424
2025-12-26,0.5046493398376386,2.2371847174103485
2025-12-27,-0.010806386372164356,2.202202448595947
2025-12-28,0.15658921053300445,2.70363280198844
2025-12-29,0.0,2.70363280198844
2025-12-30,0.0,2.70363280198844
2025-12-31,0.0,2.70363280198844
2026-01-01,1.3015412051156865,7.52406350239446
2026-01-02,0.0,7.52406350239446
2026-01-03,0.0,7.52406350239446
2026-01-04,0.0,7.52406350239446
2026-01-05,0.0,7.52406350239446
2026-01-06,0.0,7.52406350239446
2026-01-07,0.0,7.52406350239446
2026-01-08,0.0,7.52406350239446
2026-01-09,0.0,7.52406350239446
2026-01-10,0.0,7.52406350239446
2026-01-11,0.0,7.52406350239446
2026-01-12,0.0,7.52406350239446
2026-01-13,0.0,7.52406350239446
2026-01-14,0.0,7.52406350239446
2026-01-15,0.0,7.52406350239446
2026-01-16,0.0,7.52406350239446
2026-01-17,0.18937511249126526,9.1383089870431
2026-01-18,0.0,9.1383089870431
2026-01-19,0.0,9.1383089870431
2026-01-20,0.0,9.1383089870431
2026-01-21,0.0,9.1383089870431
2026-01-22,0.0,9.1383089870431
2026-01-23,0.0,9.1383089870431
2026-01-24,0.0,9.1383089870431
2026-01-25,0.0,9.1383089870431
2026-01-26,0.0,9.1383089870431
2026-01-27,0.0,9.1383089870431
2026-01-28,0.0,9.1383089870431
2026-01-29,0.0,9.1383089870431
2026-01-30,0.0,9.1383089870431
2026-01-31,0.0,9.1383089870431
2026-02-01,0.0,9.1383089870431
2026-02-02,0.0,9.1383089870431
2026-02-03,0.0,9.1383089870431
2026-02-04,0.0,9.1383089870431
2026-02-05,0.0,9.1383089870431
2026-02-06,0.0,9.1383089870431
2026-02-07,0.0,9.1383089870431
2026-02-08,0.0,9.1383089870431
2026-02-09,0.0,9.1383089870431
2026-02-10,0.0,9.1383089870431
2026-02-11,0.0,9.1383089870431
2026-02-12,0.0,9.1383089870431
2026-02-13,0.0,9.1383089870431
2026-02-14,0.0,9.1383089870431
2026-02-15,0.0,9.1383089870431
2026-02-16,0.0,9.1383089870431
2026-02-17,0.0,9.1383089870431
2026-02-18,0.0,9.1383089870431
2026-02-19,0.0,9.1383089870431
2026-02-20,0.0,9.1383089870431
2026-02-21,0.0,9.1383089870431
2026-02-22,0.0,9.1383089870431
2026-02-23,0.0,9.1383089870431
2026-02-24,0.0,9.1383089870431
2026-02-25,0.0,9.1383089870431
2026-02-26,0.0,9.1383089870431
2026-02-27,0.0,9.1383089870431
2026-02-28,0.0,9.1383089870431
2026-03-01,5.247236572625269e-05,9.138840968100114
